incident_case_id,date,clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD BEAT,street_number,street_address,latitude,longitude,location
PP23100700000354,10/07/2023 12:00:00 AM,"AUTO, STOLEN",328,G,G5,8500 BLOCK,8555 MARTIN LUTHER KING JUNIOR HWY EB,38.93685580790043,-76.85907711088657,"(38.93685580790043,-76.85907711088657)"
PP23080300000217,08/03/2023 12:00:00 AM,THEFT FROM AUTO,903,C,C5,13600 BLOCK,13605 BALTIMORE AVE NB,39.07661931216717,-76.86760728061199,"(39.07661931216717,-76.86760728061199)"
PP23092100000292,09/21/2023 12:00:00 AM,THEFT FROM AUTO,815,D,D2,9900 BLOCK,9949 GOOD LUCK RD EB,38.99328614771366,-76.83545511960983,"(38.99328614771366,-76.83545511960983)"
PP23072000000651,07/20/2023 12:00:00 AM,"AUTO, STOLEN",858,E,E2,9400 BLOCK,9401 LOTTSFORD RD EB,38.905687898397446,-76.84136061370373,"(38.905687898397446,-76.84136061370373)"
PP23082700000540,08/27/2023 12:00:00 AM,"AUTO, STOLEN",615,K,K6,,HENSON VALLEY WAY / WOOD HOLLOW TER,38.7915148884058,-76.95815828442574,"(38.7915148884058,-76.95815828442574)"
PP23081000002158,08/10/2023 12:00:00 AM,THEFT,314,G,G4,7200 BLOCK,7206 SHERIFF RD WB,38.91323381662369,-76.8817148655653,"(38.91323381662369,-76.8817148655653)"
PP23090500001422,09/05/2023 12:00:00 AM,HOMICIDE,616,K,K6,,BRINKLEY RD / JOE KLUTSCH DR,38.80463822185993,-76.95783019065857,"(38.80463822185993,-76.95783019065857)"
PP23080700000973,08/07/2023 12:00:00 AM,"B & E, RESIDENTIAL",411,H,H3,1600 BLOCK,1601 ADDISON RD S,38.86763022840023,-76.89057311415672,"(38.86763022840023,-76.89057311415672)"
PP23071500001746,07/15/2023 12:00:00 AM,"AUTO, STOLEN",508,K,K3,4800 BLOCK,4815 SAINT BARNABAS RD SB,38.82366706430912,-76.9506123661995,"(38.82366706430912,-76.9506123661995)"
PP23120500000502,12/05/2023 12:00:00 AM,THEFT FROM AUTO,323,TRU,G1,6100 BLOCK,6180 OLD CENTRAL AVE,38.88633097708225,-76.90271219611168,"(38.88633097708225,-76.90271219611168)"
PP23071600000903,07/16/2023 12:00:00 AM,THEFT FROM AUTO,232,B,B3,5600 BLOCK,5613 NICHOLSON ST,38.9571969807148,-76.91878828406334,"(38.9571969807148,-76.91878828406334)"
PP23072200001338,07/22/2023 12:00:00 AM,ACCIDENT,131,A,A2,6000 BLOCK,6001 BELLE CT,38.96211822330952,-76.98998236656189,"(38.96211822330952,-76.98998236656189)"
PP23112300001388,11/23/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,502,K,K2,,NAYLOR RD EB / BRANCH AVE SB,38.84794522821903,-76.95290894806385,"(38.84794522821903,-76.95290894806385)"
PP23071900000427,07/19/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",857,E,E2,2400 BLOCK,2434 NICOL CIR,38.9240605533123,-76.83151811361313,"(38.9240605533123,-76.83151811361313)"
PP23072200001457,07/22/2023 12:00:00 AM,ASSAULT,238,B,B5,7900 BLOCK,7939 ANNAPOLIS RD EB,38.953916147351265,-76.87449702620506,"(38.953916147351265,-76.87449702620506)"
PP23092700001072,09/27/2023 12:00:00 AM,ACCIDENT,604,J,J6,,SAINT BARNABAS RD / JOHN HANSON LN,38.80431014299393,-76.9745624512434,"(38.80431014299393,-76.9745624512434)"
PP23111700002180,11/17/2023 12:00:00 AM,"ROBBERY, VEHICLE",3131,G,G43,1600 BLOCK,1600 FEDEX WAY,38.90765638649464,-76.86432644724846,"(38.90765638649464,-76.86432644724846)"
PP23070500001285,07/05/2023 12:00:00 AM,THEFT,407,G,G7,8900 BLOCK,8900 WALKER MILL RD,38.87091106176376,-76.8521873652935,"(38.87091106176376,-76.8521873652935)"
PP23090400000440,09/04/2023 12:00:00 AM,"AUTO, STOLEN",615,K,K6,3300 BLOCK,3338 HUNTLEY SQUARE DR,38.802997812628746,-76.95159661769867,"(38.802997812628746,-76.95159661769867)"
PP23080900001476,08/09/2023 12:00:00 AM,"B & E, RESIDENTIAL",427,H,H5,3200 BLOCK,3212 SYCAMORE LN,38.844992473721504,-76.92403760552406,"(38.844992473721504,-76.92403760552406)"
PP23101200002376,10/12/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,830,D,D5,,MARTIN LUTHER KING JUNIOR HWY WB / ANNAPOLIS RD WB,38.95621272921562,-76.82036328315735,"(38.95621272921562,-76.82036328315735)"
PP23102800000784,10/28/2023 12:00:00 AM,THEFT FROM AUTO,104,A,A7,1900 BLOCK,1912 FOX ST,39.00870606303215,-76.9745624512434,"(39.00870606303215,-76.9745624512434)"
PP23081800000925,08/18/2023 12:00:00 AM,"AUTO, STOLEN",714,H,H7,8800 BLOCK,8851 DARCY RD,38.856147304177284,-76.85251544415951,"(38.856147304177284,-76.85251544415951)"
PP23101400000390,10/14/2023 12:00:00 AM,"AUTO, STOLEN",106,B,B7,3500 BLOCK,3539 DUKE ST,39.00444097816944,-76.94798769056797,"(39.00444097816944,-76.94798769056797)"
PP23090700000849,09/07/2023 12:00:00 AM,"AUTO, STOLEN",915,C,C6,13400 BLOCK,13400 BALTIMORE AVE SB,39.074650809168816,-76.87121619284153,"(39.074650809168816,-76.87121619284153)"
PP23083000002355,08/30/2023 12:00:00 AM,"ROBBERY, OTHER",769,K,K4,6400 BLOCK,6404 AUTH RD,38.81251223385334,-76.89647860825062,"(38.81251223385334,-76.89647860825062)"
PP23103000000711,10/30/2023 12:00:00 AM,ACCIDENT,505,K,K1,,WHEELER RD / SAINT BARNABAS RD NB,38.81546497344971,-76.96275144815445,"(38.81546497344971,-76.96275144815445)"
PP23070300000655,07/03/2023 12:00:00 AM,"AUTO, STOLEN",427,H,H5,3200 BLOCK,3222 SYCAMORE LN,38.84532056748867,-76.92403760552406,"(38.84532056748867,-76.92403760552406)"
PP23110300000503,11/03/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,415,H,H2,,ARCADIA AVE / DENT ST,38.867302149534225,-76.93945753574371,"(38.867302149534225,-76.93945753574371)"
PP23111600001947,11/16/2023 12:00:00 AM,"AUTO, STOLEN",103,B,B7,9300 BLOCK,9348 CHERRY HILL RD,39.0169081389904,-76.93978561460972,"(39.0169081389904,-76.93978561460972)"
PP23112900001433,11/29/2023 12:00:00 AM,THEFT,113,A,A3,1400 BLOCK,1425 UNIVERSITY BLVD EB,38.98639638721943,-76.984404951334,"(38.98639638721943,-76.984404951334)"
PP23070300001111,07/03/2023 12:00:00 AM,THEFT,720,H,H7,5500 BLOCK,5513 GREENPOINT LN,38.8210423886776,-76.83086194097996,"(38.8210423886776,-76.83086194097996)"
PP23071900001265,07/19/2023 12:00:00 AM,THEFT,863,TRU,E6,18000 BLOCK,18090 QUEEN ANNE BRIDGE RD,38.91520230472088,-76.68945802748203,"(38.91520230472088,-76.68945802748203)"
PP23110500001128,11/05/2023 12:00:00 AM,"AUTO, STOLEN",413,H,H7,1600 BLOCK,1610 RITCHIE STATION CT,38.8682864010334,-76.84989078342915,"(38.8682864010334,-76.84989078342915)"
PP23072000001453,07/20/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",233,B,B3,,KENNEDY ST / GREENVALE PKWY,38.953916147351265,-76.90960194170475,"(38.953916147351265,-76.90960194170475)"
PP23080300000468,08/03/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,923,C,C2,12000 BLOCK,12020 OLD GUNPOWDER RD,39.05923089385033,-76.92206911742687,"(39.05923089385033,-76.92206911742687)"
PP23070500000860,07/05/2023 12:00:00 AM,ACCIDENT,607,K,K5,,OLD BRANCH AVE / MIDDLETON LN,38.81316839158535,-76.91517935693264,"(38.81316839158535,-76.91517935693264)"
PP23110300000092,11/03/2023 12:00:00 AM,"AUTO, STOLEN",769,K,K4,6200 BLOCK,6214 MAXWELL DR,38.81743347644806,-76.89844711124897,"(38.81743347644806,-76.89844711124897)"
PP23100200000476,10/02/2023 12:00:00 AM,THEFT,110,A,A4,7900 BLOCK,7980 NEW RIGGS RD,38.988036811351776,-76.97849944233894,"(38.988036811351776,-76.97849944233894)"
PP23092800002325,09/28/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,259,B,B1,2300 BLOCK,2398 KENILWORTH AVE SB,38.91913931071758,-76.93322394788265,"(38.91913931071758,-76.93322394788265)"
PP23092800001407,09/28/2023 12:00:00 AM,HOMICIDE,701,E,E3,200 BLOCK,203 HARRY S TRUMAN DR SB,38.88665905594826,-76.83709552884102,"(38.88665905594826,-76.83709552884102)"
PP23072900001490,07/29/2023 12:00:00 AM,"ROBBERY, OTHER",710,E,E5,13200 BLOCK,13207 CAPE SHELL CT,38.872223392128944,-76.77836860716343,"(38.872223392128944,-76.77836860716343)"
PP23090100001023,09/01/2023 12:00:00 AM,THEFT,422,H,H4,4900 BLOCK,4910 SILVER HILL RD SB,38.851226061582565,-76.92272527515888,"(38.851226061582565,-76.92272527515888)"
PP23071600001654,07/16/2023 12:00:00 AM,ACCIDENT,307,G,G6,6600 BLOCK,6614 FLAGSTAFF ST,38.92077971994877,-76.89221352338791,"(38.92077971994877,-76.89221352338791)"
PP23080200000008,08/02/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,970,B,B7,,BALTIMORE AVE NB / IKEA CENTER BLVD,39.02150131762028,-76.92502185702324,"(39.02150131762028,-76.92502185702324)"
PP23111600000356,11/16/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,441,H,H2,,BROOKS DR NB / PENNSYLVANIA AVE WB,38.86041238903999,-76.91846019029617,"(38.86041238903999,-76.91846019029617)"
PP23102500001856,10/25/2023 12:00:00 AM,ACCIDENT,624,K,F2,,BRANCH AVE NB / COVENTRY WAY EB,38.78298473358154,-76.89451010525227,"(38.78298473358154,-76.89451010525227)"
PP23110200001630,11/02/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,621,J,J6,,INDIAN HEAD HWY NB / OLD FORT RD,38.7557538151741,-76.99293510615826,"(38.7557538151741,-76.99293510615826)"
PP23070400000526,07/04/2023 12:00:00 AM,"AUTO, STOLEN",515,TRU,J1,1100 BLOCK,1106 KENNEBEC ST,38.819730058312416,-76.98998236656189,"(38.819730058312416,-76.98998236656189)"
PP23091100000659,09/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,905,C,C5,12500 BLOCK,12525 LAUREL BOWIE RD NB,39.06316789984703,-76.83742360770702,"(39.06316789984703,-76.83742360770702)"
PP23090600000370,09/06/2023 12:00:00 AM,THEFT FROM AUTO,916,C,C4,9500 BLOCK,9513 MUIRKIRK RD,39.057918563485146,-76.84136061370373,"(39.057918563485146,-76.84136061370373)"
PP23112600001747,11/26/2023 12:00:00 AM,"ROBBERY, VEHICLE",124,A,A3,6700 BLOCK,6731 NEW HAMPSHIRE AVE NB,38.97163264453411,-76.99621593952179,"(38.97163264453411,-76.99621593952179)"
PP23101700001727,10/17/2023 12:00:00 AM,ACCIDENT,126,A,A2,2400 BLOCK,2460 CHILLUM RD WB,38.95227572321892,-76.96865694224834,"(38.95227572321892,-76.96865694224834)"
PP23112000000510,11/20/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,928,C,C2,11400 BLOCK,11417 CHERRY HILL RD NB,39.04381097853184,-76.9506123661995,"(39.04381097853184,-76.9506123661995)"
PP23112500000720,11/25/2023 12:00:00 AM,"AUTO, STOLEN",323,G,G1,5700 BLOCK,5710 DAVEY ST,38.89059606194496,-76.90796153247356,"(38.89059606194496,-76.90796153247356)"
PP23072800000955,07/28/2023 12:00:00 AM,ACCIDENT,329,G,G2,,MARTIN LUTHER KING JUNIOR HWY EB / CARRINGTON AVE,38.90535980463028,-76.89713478088379,"(38.90535980463028,-76.89713478088379)"
PP23082200002146,08/22/2023 12:00:00 AM,"B & E, RESIDENTIAL",104,A,A7,9300 BLOCK,9308 ADELPHI RD SB,39.00936222076416,-76.97521860897541,"(39.00936222076416,-76.97521860897541)"
PP23080400000714,08/04/2023 12:00:00 AM,THEFT FROM AUTO,415,H,H2,4100 BLOCK,4105 SOUTHERN AVE,38.8643493950367,-76.9450349509716,"(38.8643493950367,-76.9450349509716)"
PP23071400001183,07/14/2023 12:00:00 AM,ACCIDENT,827,D,D2,,LANHAM SEVERN RD / DUVALL ST,38.98508405685425,-76.82298794388771,"(38.98508405685425,-76.82298794388771)"
PP23102900001663,10/29/2023 12:00:00 AM,THEFT,6010,J,J41,100 BLOCK,150 AMERICAN WAY,38.784297063946724,-77.01557286083698,"(38.784297063946724,-77.01557286083698)"
PP23091300001986,09/13/2023 12:00:00 AM,ACCIDENT,524,J,J1,5100 BLOCK,5135 INDIAN HEAD HWY SB,38.81808964908123,-77.00376185774803,"(38.81808964908123,-77.00376185774803)"
PP23100300001258,10/03/2023 12:00:00 AM,"AUTO, STOLEN",261,TRU,G5,3900 BLOCK,3950 GARDEN CITY DR,38.94538597762585,-76.87318469583988,"(38.94538597762585,-76.87318469583988)"
PP23092200000402,09/22/2023 12:00:00 AM,THEFT,656,J,J5,6000 BLOCK,6003 OXON HILL RD SB,38.80627864599228,-76.97521860897541,"(38.80627864599228,-76.97521860897541)"
PP23092800001574,09/28/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,501,K,K2,3500 BLOCK,3519 28TH PKWY,38.841383561491966,-76.9548774510622,"(38.841383561491966,-76.9548774510622)"
PP23070200001943,07/02/2023 12:00:00 AM,THEFT FROM AUTO,443,K,K4,5400 BLOCK,5400 AUTH RD WB,38.822682812809944,-76.91681978106499,"(38.822682812809944,-76.91681978106499)"
PP23120100000979,12/01/2023 12:00:00 AM,ASSAULT,3130,G,G7,,BRIGHTSEAT RD EB / CENTRAL AVE WB,38.89059606194496,-76.85349969565868,"(38.89059606194496,-76.85349969565868)"
PP23080900002153,08/09/2023 12:00:00 AM,THEFT FROM AUTO,704,E,E5,600 BLOCK,601 CRAIN HWY SW,38.881409734487534,-76.72161018848419,"(38.881409734487534,-76.72161018848419)"
PP23082300000675,08/23/2023 12:00:00 AM,ACCIDENT,709,E,E4,,MARLBORO PIKE / LARGO RD,38.82038623094559,-76.7452321946621,"(38.82038623094559,-76.7452321946621)"
PP23101800000383,10/18/2023 12:00:00 AM,"AUTO, STOLEN",634,F,F4,6800 BLOCK,6803 SUMMIT CREEK DR,38.752801060676575,-76.88958886265755,"(38.752801060676575,-76.88958886265755)"
PP23112700000668,11/27/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",104,A,A7,1800 BLOCK,1836 METZEROTT RD,39.00509715080261,-76.97620286047459,"(39.00509715080261,-76.97620286047459)"
PP23101900001265,10/19/2023 12:00:00 AM,"B & E, RESIDENTIAL",923,C,C2,4300 BLOCK,4309 BRIGGS CHANEY RD,39.062183648347855,-76.93256777524948,"(39.062183648347855,-76.93256777524948)"
PP23081100000898,08/11/2023 12:00:00 AM,THEFT FROM AUTO,517,J,J3,2000 BLOCK,2071 ALICE AVE,38.81087180972099,-76.97128161787987,"(38.81087180972099,-76.97128161787987)"
PP23082700000409,08/27/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,916,C,C4,12900 BLOCK,12902 BRICKYARD BLVD,39.06677681207657,-76.8781059384346,"(39.06677681207657,-76.8781059384346)"
PP23102800000625,10/28/2023 12:00:00 AM,"AUTO, STOLEN",840,D,D6,5600 BLOCK,5626 WHITFIELD CHAPEL RD,38.96113397181034,-76.85743670165539,"(38.96113397181034,-76.85743670165539)"
PP23092200000753,09/22/2023 12:00:00 AM,THEFT FROM AUTO,402,H,H1,900 BLOCK,907 MENTOR AVE,38.877800807356834,-76.91911636292934,"(38.877800807356834,-76.91911636292934)"
PP23110700001594,11/07/2023 12:00:00 AM,THEFT FROM AUTO,321,G,G1,6300 BLOCK,6317 SEAT PLEASANT DR,38.89781388640404,-76.8977909386158,"(38.89781388640404,-76.8977909386158)"
PP23091200001056,09/12/2023 12:00:00 AM,THEFT,633,F,F4,9000 BLOCK,9001 WOODY TER,38.76494014263153,-76.88532377779484,"(38.76494014263153,-76.88532377779484)"
PP23120300000946,12/03/2023 12:00:00 AM,THEFT FROM AUTO,857,E,E2,9900 BLOCK,9904 NICOL CT W,38.92307631671429,-76.83512702584267,"(38.92307631671429,-76.83512702584267)"
PP23091700000576,09/17/2023 12:00:00 AM,THEFT,116,A,A3,7000 BLOCK,7006 18TH AVE,38.97589772939682,-76.97981177270412,"(38.97589772939682,-76.97981177270412)"
PP23080500000753,08/05/2023 12:00:00 AM,"AUTO, STOLEN",424,H,H6,6400 BLOCK,6441 HIL MAR DR,38.84302397072315,-76.8974628597498,"(38.84302397072315,-76.8974628597498)"
PP23091400000055,09/14/2023 12:00:00 AM,"AUTO, STOLEN",424,H,H6,6500 BLOCK,6529 HIL MAR DR,38.84302397072315,-76.89582245051861,"(38.84302397072315,-76.89582245051861)"
PP23102600000327,10/26/2023 12:00:00 AM,"B & E, COMMERCIAL",633,F,F4,9000 BLOCK,9001 WOODY TER,38.76494014263153,-76.88532377779484,"(38.76494014263153,-76.88532377779484)"
PP23112600000830,11/26/2023 12:00:00 AM,ACCIDENT,860,E,E6,1300 BLOCK,1309 KINGSBURY DR,38.90765638649464,-76.78722685575485,"(38.90765638649464,-76.78722685575485)"
PP23120200002113,12/02/2023 12:00:00 AM,"ROBBERY, OTHER",316,G,G5,2600 BLOCK,2600 BRIGHTSEAT RD,38.92307631671429,-76.85907711088657,"(38.92307631671429,-76.85907711088657)"
PP23120500000426,12/05/2023 12:00:00 AM,ACCIDENT,125,A,A3,6400 BLOCK,6495 NEW HAMPSHIRE AVE NB,38.96769563853741,-77.0001529455185,"(38.96769563853741,-77.0001529455185)"
PP23101400001798,10/14/2023 12:00:00 AM,"AUTO, STOLEN",441,H,H2,2000 BLOCK,2000 BROOKS DR NB,38.8643493950367,-76.91583552956581,"(38.8643493950367,-76.91583552956581)"
PP23100600001441,10/06/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,508,K,K3,4800 BLOCK,4811 SAINT BARNABAS RD SB,38.823995143175125,-76.94962811470032,"(38.823995143175125,-76.94962811470032)"
PP23071400000147,07/14/2023 12:00:00 AM,"AUTO, STOLEN",415,H,H2,5000 BLOCK,5017 MARLBORO PIKE EB,38.87025488913059,-76.92206911742687,"(38.87025488913059,-76.92206911742687)"
PP23093000001694,09/30/2023 12:00:00 AM,THEFT FROM AUTO,235,B,B4,6700 BLOCK,6710 GREENVALE PKWY,38.95096339285374,-76.90369644761086,"(38.95096339285374,-76.90369644761086)"
PP23071300002379,07/13/2023 12:00:00 AM,"AUTO, STOLEN",308,G,G6,7200 BLOCK,7200 MARTIN LUTHER KING JUNIOR HWY WB,38.916842728853226,-76.88269911706448,"(38.916842728853226,-76.88269911706448)"
PP23100500001601,10/05/2023 12:00:00 AM,THEFT FROM AUTO,734,TRU,F6,8800 BLOCK,8845 HEATHERMORE BLVD SB,38.76756480336189,-76.78558644652367,"(38.76756480336189,-76.78558644652367)"
PP23071800000863,07/18/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",226,B,B5,6800 BLOCK,6810 RIVERDALE RD WB,38.96474289894104,-76.89811903238297,"(38.96474289894104,-76.89811903238297)"
PP23073000000564,07/30/2023 12:00:00 AM,SEX OFFENSE,609,J,J4,8700 BLOCK,8707 DOVER ST,38.76789289712906,-77.02246260643005,"(38.76789289712906,-77.02246260643005)"
PP23080200002461,08/02/2023 12:00:00 AM,ACCIDENT,442,K,K41,6500 BLOCK,6527 SUITLAND RD,38.82629172503948,-76.89418202638626,"(38.82629172503948,-76.89418202638626)"
PP23071400000024,07/14/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,517,J,J3,,VIRGINIA LN / SAINT BARNABAS RD NB,38.81087180972099,-76.96767269074917,"(38.81087180972099,-76.96767269074917)"
PP23083000000305,08/30/2023 12:00:00 AM,ACCIDENT,117,A,A6,,RIGGS RD NB / AMHERST RD,38.97425730526447,-76.97915561497211,"(38.97425730526447,-76.97915561497211)"
PP23081300000965,08/13/2023 12:00:00 AM,"AUTO, STOLEN",928,C,C2,3500 BLOCK,3586 POWDER MILL RD WB,39.04413905739784,-76.94601920247078,"(39.04413905739784,-76.94601920247078)"
PP23110800002004,11/08/2023 12:00:00 AM,"AUTO, STOLEN",408,H,H1,1200 BLOCK,1264 BENNING RD,38.873535722494125,-76.92863078415394,"(38.873535722494125,-76.92863078415394)"
PP23092900001697,09/29/2023 12:00:00 AM,ASSAULT,720,H,H7,4800 BLOCK,4839 FOREST PINES DR,38.8249793946743,-76.84693802893162,"(38.8249793946743,-76.84693802893162)"
PP23111200001423,11/12/2023 12:00:00 AM,"ROBBERY, VEHICLE",815,D,D2,7800 BLOCK,7801 WINGATE DR,38.99591080844402,-76.81084886193275,"(38.99591080844402,-76.81084886193275)"
PP23072500002243,07/25/2023 12:00:00 AM,"AUTO, STOLEN",947,B,B7,10300 BLOCK,10301 BALTIMORE AVE NB,39.02281364798546,-76.9217410236597,"(39.02281364798546,-76.9217410236597)"
PP23112700001005,11/27/2023 12:00:00 AM,"AUTO, STOLEN",407,G,G7,1400 BLOCK,1401 HAMPTON PARK BLVD,38.87025488913059,-76.85087503492832,"(38.87025488913059,-76.85087503492832)"
PP23120100002187,12/01/2023 12:00:00 AM,"ROBBERY, OTHER",308,G,G6,2100 BLOCK,2106 EAST MARSHALL PL,38.91881123185158,-76.88630802929401,"(38.91881123185158,-76.88630802929401)"
PP23073000000547,07/30/2023 12:00:00 AM,"AUTO, STOLEN",313,G,G4,1700 BLOCK,1728 BRIGHTSEAT RD SB,38.9138899743557,-76.85481202602386,"(38.9138899743557,-76.85481202602386)"
PP23082000000707,08/20/2023 12:00:00 AM,THEFT,709,E,E4,5100 BLOCK,5100 BROWN STATION RD,38.82038623094559,-76.76360486447811,"(38.82038623094559,-76.76360486447811)"
PP23081700000312,08/17/2023 12:00:00 AM,"AUTO, STOLEN",202,B,B7,5000 BLOCK,5026 MANGUM RD,39.01493965089321,-76.91813211143017,"(39.01493965089321,-76.91813211143017)"
PP23090400000818,09/04/2023 12:00:00 AM,"AUTO, STOLEN",238,TRU,B5,7700 BLOCK,7720 EMERSON RD,38.94997914135456,-76.88105869293213,"(38.94997914135456,-76.88105869293213)"
PP23111200001490,11/12/2023 12:00:00 AM,"ROBBERY, VEHICLE",524,J,J1,20 BLOCK,20 AUDREY LN,38.81743347644806,-77.00244952738285,"(38.81743347644806,-77.00244952738285)"
PP23100600002456,10/06/2023 12:00:00 AM,ACCIDENT,412,H,H3,1300 BLOCK,1317 ASHEVILLE RD,38.871567234396935,-76.85973328351974,"(38.871567234396935,-76.85973328351974)"
PP23090600002041,09/06/2023 12:00:00 AM,THEFT,404,H,H1,6600 BLOCK,6620 WALKER MILL RD WB,38.86598980426788,-76.89286969602108,"(38.86598980426788,-76.89286969602108)"
PP23071600001163,07/16/2023 12:00:00 AM,ACCIDENT,101,A,A7,,RIGGS RD / ADELPHI RD NB,39.00509715080261,-76.96865694224834,"(39.00509715080261,-76.96865694224834)"
PP23120300001847,12/03/2023 12:00:00 AM,"AUTO, STOLEN",308,G,G6,7700 BLOCK,7755 LANDOVER RD EB,38.92635715007782,-76.87941828370094,"(38.92635715007782,-76.87941828370094)"
PP23110200001934,11/02/2023 12:00:00 AM,ASSAULT,424,H,H6,6500 BLOCK,6563 HIL MAR DR,38.84302397072315,-76.89516627788544,"(38.84302397072315,-76.89516627788544)"
PP23081800000283,08/18/2023 12:00:00 AM,"ROBBERY, OTHER",214,B,B6,8500 BLOCK,8504 49TH AVE,38.99427039921284,-76.92895886301994,"(38.99427039921284,-76.92895886301994)"
PP23102900000363,10/29/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,110,A,A4,,UNIVERSITY BLVD EB / NEW HAMPSHIRE AVE NB,38.98869298398495,-76.98768578469753,"(38.98869298398495,-76.98768578469753)"
PP23070100001703,07/01/2023 12:00:00 AM,ACCIDENT,754,F,F7,16000 BLOCK,16006 CRAIN HWY SE,38.67012405395508,-76.8722004443407,"(38.67012405395508,-76.8722004443407)"
PP23092600001481,09/26/2023 12:00:00 AM,"AUTO, STOLEN",416,H,H2,2100 BLOCK,2151 BROOKS DR SB,38.86139664053917,-76.91878828406334,"(38.86139664053917,-76.91878828406334)"
PP23071200001370,07/12/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,308,G,G6,,EAST MARLBORO AVE / COLUMBIA PARK RD WB,38.91717080771923,-76.88532377779484,"(38.91717080771923,-76.88532377779484)"
PP23082200001325,08/22/2023 12:00:00 AM,THEFT,843,D,D5,10400 BLOCK,10401 MARTIN LUTHER KING JUNIOR HWY EB,38.9535880535841,-76.82495644688606,"(38.9535880535841,-76.82495644688606)"
PP23071000000665,07/10/2023 12:00:00 AM,THEFT FROM AUTO,701,E,E3,70 BLOCK,73 HARRY S TRUMAN DR SB,38.892564564943314,-76.8384078592062,"(38.892564564943314,-76.8384078592062)"
PP23082400001789,08/24/2023 12:00:00 AM,"B & E, RESIDENTIAL",504,K,K1,4200 BLOCK,4207 21ST PL,38.83252531290054,-76.96340760588646,"(38.83252531290054,-76.96340760588646)"
PP23092700000317,09/27/2023 12:00:00 AM,"AUTO, STOLEN",754,F,F7,15100 BLOCK,15191 MATTAWOMAN DR,38.682263150811195,-76.87088811397552,"(38.682263150811195,-76.87088811397552)"
PP23070800000289,07/08/2023 12:00:00 AM,"B & E, COMMERCIAL",633,F,F4,9000 BLOCK,9001 WOODY TER,38.76494014263153,-76.88532377779484,"(38.76494014263153,-76.88532377779484)"
PP23102100001182,10/21/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,970,B,B7,10100 BLOCK,10100 BALTIMORE AVE SB,39.020845144987106,-76.92895886301994,"(39.020845144987106,-76.92895886301994)"
PP23092300001797,09/23/2023 12:00:00 AM,"ROBBERY, OTHER",408,H,H1,1000 BLOCK,1019 GLACIER AVE,38.87648847699165,-76.92338144779205,"(38.87648847699165,-76.92338144779205)"
PP23100900001655,10/09/2023 12:00:00 AM,THEFT FROM AUTO,937,C,C3,3700 BLOCK,3717 EVANS TRAIL WAY,39.04479523003101,-76.93945753574371,"(39.04479523003101,-76.93945753574371)"
PP23111600000378,11/16/2023 12:00:00 AM,"AUTO, STOLEN",307,G,G6,6900 BLOCK,6964 HAWTHORNE ST,38.92438864707947,-76.88532377779484,"(38.92438864707947,-76.88532377779484)"
